image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC0034740,4.288632E-07,0.61878586,4.314077E-07,2.1439409E-07,2.611181E-07,3.105213E-07,3.4505015E-07
ISIC0034741,7.2170125E-10,2.7726599E-09,1.133213E-08,2.2855321E-08,3.0315985E-09,4.7643822E-09,4.075954E-09
ISIC0034742,1.3726314E-07,0.014537998,2.3779293E-07,1.239147E-07,2.0726233E-07,2.1428455E-07,1.0878554E-06
ISIC0034743,8.064711E-11,7.414505E-09,1.3691244E-10,1.9375002E-10,1.3088277E-09,3.7735023E-10,9.37531E-10
ISIC0034745,2.7842063E-06,0.017702073,5.3681464E-07,7.477514E-07,9.819908E-07,7.5688826E-07,4.6059217E-06
ISIC0034746,3.3825098E-12,5.460175E-12,1.3339542E-10,6.543171E-11,1.0868178E-11,1.9491528E-11,2.3490158E-11
ISIC0034747,2.2428576E-07,0.7842348,5.2975355E-07,2.78559E-07,1.5154804E-07,4.1737533E-07,6.9543796E-07
ISIC0034748,1.6772186E-09,5.1108584E-10,4.8275156E-10,4.164296E-09,1.45894825E-08,1.0516245E-09,1.1098727E-09
ISIC0034749,2.8280246E-07,5.7276026E-07,3.111304E-08,2.1274996E-08,1.6670936E-06,6.735912E-08,9.264821E-08
ISIC0034751,6.5777096E-14,2.2456852E-09,2.7234597E-16,1.76238E-16,6.374605E-14,9.018821E-16,3.424272E-14
ISIC0034752,0.0013453861,0.17666486,6.9402544E-05,4.399061E-05,7.21944E-06,4.960306E-05,2.2061302E-05
ISIC0034753,5.9941235E-14,1.1090183E-12,1.0348017E-12,2.2165574E-12,8.9180596E-14,2.429721E-13,3.9026606E-14
ISIC0034754,3.8891113E-08,1.7338603E-05,5.861137E-10,1.9297046E-09,4.401646E-09,7.7155693E-10,1.2971874E-08
ISIC0034755,5.9024478E-05,3.010878E-05,8.76041E-07,1.6966796E-06,6.813908E-07,1.4145475E-06,1.2493377E-05
ISIC0034756,5.132721E-05,0.033212,1.1220995E-06,5.088744E-07,1.9494307E-06,3.7328675E-07,3.8329307E-07
ISIC0034757,1.9287421E-07,0.019644225,3.153538E-08,4.168025E-08,3.68088E-08,5.261245E-08,3.1143801E-07
ISIC0034758,1.34897205E-08,2.1048068E-07,4.749382E-10,7.061593E-10,1.2766306E-08,3.7855122E-10,7.2368795E-09
ISIC0034759,2.9891834E-07,1.4305686E-08,2.0836897E-08,9.635562E-08,2.0327632E-06,1.6129282E-07,1.495719E-07
ISIC0034760,4.7471205E-09,2.918141E-09,3.3090958E-10,3.1673872E-10,2.5069124E-08,6.247257E-10,5.7483893E-09
ISIC0034761,4.857381E-07,0.024423704,9.684988E-06,1.988513E-06,1.5182088E-06,3.1636916E-06,1.4017621E-05
ISIC0034762,2.0107513E-09,1.0830738E-08,6.9844797E-09,1.991618E-08,1.2937947E-08,7.475837E-09,3.4544896E-09
ISIC0034763,1.2863773E-05,0.4283684,4.081813E-06,4.393175E-06,1.4843625E-06,9.338593E-06,1.0337423E-05
ISIC0034764,3.358795E-05,3.9126622E-05,3.439489E-07,5.968006E-07,2.920549E-07,5.950053E-07,5.5231703E-06
ISIC0034765,0.00020166782,0.0025964514,1.4459422E-05,2.890438E-05,2.6928774E-05,1.5916541E-05,7.512632E-05
ISIC0034766,1.0808655E-12,1.5228583E-12,4.1358434E-11,1.2894864E-11,3.2593496E-12,2.04389E-12,7.186853E-12
ISIC0034767,8.9621375E-05,0.0027769078,3.6146293E-06,4.1917697E-06,6.6525818E-06,2.7495607E-06,3.3815475E-06
ISIC0034768,4.5078075E-09,5.2131078E-08,1.1314765E-08,2.2766564E-08,2.6932975E-08,1.5345801E-08,9.788845E-09
ISIC0034769,2.1938477E-07,0.04118835,7.258725E-08,6.7806155E-08,1.4229236E-07,9.102553E-08,3.1194304E-07
ISIC0034770,6.5382216E-10,3.4144794E-12,3.3497087E-12,2.0338538E-11,7.414321E-09,5.808162E-11,1.197673E-10
ISIC0034771,1.3735818E-05,0.00054440316,7.844166E-07,1.4811992E-06,2.6353E-06,8.847012E-07,3.8585777E-06
ISIC0034772,2.5836905E-06,0.48659354,1.9591278E-06,1.6172979E-06,8.143863E-07,2.7258438E-06,4.8073057E-06
ISIC0034773,3.9846495E-09,1.3564769E-09,2.269887E-09,2.2925384E-09,2.9196514E-08,5.1279194E-09,9.002938E-09
ISIC0034774,7.4941214E-10,8.061399E-07,1.31348E-08,4.118757E-09,7.1498527E-09,1.099729E-08,6.3006816E-08
ISIC0034776,1.3559034E-08,0.0031243688,3.097082E-08,1.1729532E-08,6.392059E-08,1.8582272E-08,6.764095E-08
ISIC0034777,2.770211E-10,4.1513595E-10,7.18464E-10,4.333033E-09,1.7640139E-09,8.800287E-10,2.745619E-10
ISIC0034778,6.3916866E-07,0.00094197993,7.7869754E-07,5.460925E-07,2.0062682E-06,1.0238692E-06,4.5813276E-06
ISIC0034779,4.3033847E-07,0.11020288,1.9126671E-07,2.2610436E-07,1.048311E-07,3.5339417E-07,1.3210105E-06
ISIC0034780,3.56824E-10,1.0274385E-08,8.420259E-10,1.5522983E-09,2.9965537E-09,2.7831506E-09,3.2239698E-09
ISIC0034781,8.8490895E-05,1.9249643E-05,4.3227024E-06,7.225756E-06,3.1046766E-05,4.6884497E-06,4.693645E-05
ISIC0034782,5.113719E-06,3.536377E-05,3.1060505E-08,3.6363176E-08,1.356169E-07,1.23185195E-08,8.4763926E-08
ISIC0034783,2.588425E-08,7.81626E-07,6.155501E-08,6.455427E-08,1.6666883E-07,5.645988E-08,9.149917E-08
ISIC0034784,9.681839E-08,0.050119523,1.7639543E-08,7.78321E-09,1.395219E-08,6.1863954E-09,1.2768296E-09
ISIC0034785,4.81715E-05,0.00014007509,1.948764E-07,2.838519E-07,3.0494976E-07,1.5595542E-07,4.5996916E-07
ISIC0034786,3.4515884E-05,7.663891E-06,3.9857616E-07,8.745509E-07,1.7748945E-07,3.961146E-07,2.5690174E-06
ISIC0034787,2.4275367E-05,0.24671714,3.973684E-06,6.534471E-06,3.682471E-06,1.2124831E-05,1.4056952E-05
ISIC0034788,4.0370433E-05,0.17957114,6.417581E-06,7.1134396E-06,2.2398337E-06,1.0345253E-05,1.47945375E-05
ISIC0034789,2.112937E-06,2.7643802E-05,9.364519E-06,7.3259284E-06,7.933089E-06,9.174247E-06,1.1021766E-05
ISIC0034790,2.000862E-09,2.897821E-07,1.7264734E-09,1.8492772E-09,1.6151272E-08,3.632988E-09,1.766044E-09
ISIC0034791,1.9711782E-10,5.368012E-12,2.4950356E-11,8.40854E-11,2.5450588E-09,2.2398919E-10,3.077054E-10
ISIC0034792,7.1343775E-09,2.066591E-06,5.6695726E-10,5.479606E-10,1.9328809E-08,1.993449E-09,1.5008968E-08
ISIC0034793,4.2360324E-10,1.0118641E-09,1.0525541E-08,5.6505E-09,1.8813788E-09,3.425182E-09,3.4332797E-09
ISIC0034794,3.8194145E-08,0.00082044094,5.692599E-10,7.0690853E-10,1.932737E-08,1.4990508E-09,2.8700902E-09
ISIC0034795,8.9360055E-06,0.00057352043,2.028697E-07,1.7097098E-07,6.1264063E-07,9.218339E-08,4.5167997E-07
ISIC0034797,5.4147677E-09,1.3017638E-10,1.9915591E-10,1.2019163E-09,8.877831E-08,2.214262E-09,2.4493616E-09
ISIC0034798,2.2250324E-09,1.7944466E-06,6.15864E-11,1.955167E-10,4.291284E-09,1.4726123E-10,3.1384718E-11
ISIC0034800,3.581171E-08,0.0019431593,2.9986515E-07,8.3480664E-08,1.9012316E-07,1.6930832E-07,1.8289021E-06
ISIC0034801,1.4011428E-06,0.49367833,5.468127E-07,5.304366E-07,4.936547E-07,8.2198E-07,9.99098E-07
ISIC0034802,1.1815068E-10,5.637527E-13,3.1292948E-12,3.9664393E-11,2.757881E-09,5.2621806E-11,6.107183E-11
ISIC0034803,5.398577E-06,8.740951E-05,1.8562388E-07,2.0701737E-07,5.4854177E-06,3.148235E-07,1.3351972E-06
ISIC0034804,0.00021900458,0.00011328341,4.40126E-06,6.4943683E-06,2.5464328E-06,5.771557E-06,3.0431482E-05
ISIC0034805,3.1915935E-08,1.4033999E-07,3.9512722E-07,9.638319E-08,1.335241E-08,7.931169E-08,2.5457138E-07
ISIC0034806,2.553775E-06,1.8915098E-05,1.4257654E-07,4.839695E-07,3.1329855E-06,1.7623357E-07,1.1940492E-07
ISIC0034807,9.981257E-06,0.70336205,7.428283E-06,4.1283533E-06,2.5971767E-06,6.1220658E-06,4.990328E-06
ISIC0034808,5.0436853E-08,0.00010264596,1.472335E-07,7.1306395E-08,4.190161E-07,1.7553059E-07,1.5663211E-06
ISIC0034809,2.0446434E-07,0.43226984,6.4855027E-07,3.3043946E-07,3.081568E-07,5.0697463E-07,1.3529901E-06
ISIC0034810,2.354824E-08,0.007336969,7.769282E-09,8.83551E-09,1.1657535E-08,1.5050736E-08,1.4293582E-07
ISIC0034811,0.00048018212,0.4117999,9.7308875E-05,6.223675E-05,2.6210779E-05,9.285566E-05,6.752434E-05
ISIC0034812,1.7485944E-07,0.0008085292,8.157776E-09,8.907271E-09,2.8268456E-08,6.929095E-09,5.6173516E-08
ISIC0034813,0.0002886502,0.0002880569,3.6329805E-06,6.6932016E-06,5.44516E-06,2.6489115E-06,9.567155E-06
ISIC0034814,9.624097E-09,4.907105E-09,2.3201285E-09,1.3403155E-09,1.428091E-07,1.6336797E-08,1.7328412E-08
ISIC0034815,1.9124914E-06,0.00011299061,1.4490808E-08,1.9997868E-08,2.9224651E-08,7.818592E-09,3.8987967E-08
ISIC0034816,3.4160842E-06,0.0009082171,2.7455755E-07,7.170785E-07,6.3678124E-07,5.411389E-07,2.6072248E-06
ISIC0034817,0.00080662454,0.40455955,0.0005442566,0.0005396674,0.00035370927,0.00053787924,0.0009544643
ISIC0034818,5.241788E-07,0.00027479557,8.545872E-08,1.3167062E-07,3.2747923E-07,1.4431072E-07,1.2654206E-06
ISIC0034819,1.0649749E-05,1.8534346E-06,8.0267546E-07,3.6825554E-06,1.950599E-05,1.6720168E-06,1.6825531E-06
ISIC0034820,0.0037173016,0.0003666647,2.9297118E-05,5.5633416E-05,0.00056408433,4.5125726E-05,5.5214183E-05
ISIC0034821,3.0473046E-08,1.0391202E-05,2.3774026E-08,2.1964492E-08,1.6022257E-07,2.0338181E-08,2.0115195E-08
ISIC0034822,4.3483994E-09,4.9702805E-07,1.0198357E-08,2.7901559E-09,2.5907216E-08,9.223985E-08,2.50143E-07
ISIC0034823,3.81535E-09,0.0036650004,7.836507E-09,4.0484873E-09,7.325803E-09,8.323942E-09,8.360016E-08
ISIC0034824,3.2650237E-06,0.019802982,3.193552E-07,4.166809E-07,3.4266876E-07,3.2266144E-07,9.666327E-07
ISIC0034827,7.3820723E-07,0.0038796659,3.1324448E-06,2.2153802E-06,2.385266E-06,2.058206E-06,3.0502906E-06
ISIC0034828,1.7056958E-05,0.20290352,9.639235E-07,3.559397E-07,4.876983E-07,3.4690314E-07,1.9326455E-07
ISIC0034829,5.2558583E-08,1.5148047E-05,5.00039E-07,2.084173E-07,2.465551E-07,3.248409E-07,5.1174135E-07
ISIC0034830,2.1361398E-06,0.27961805,3.699249E-05,7.5410676E-06,4.7999165E-06,1.0463875E-05,3.5561472E-05
ISIC0034831,7.5490294E-07,0.17564155,4.3985267E-07,4.484219E-07,2.1333638E-07,6.7956404E-07,2.3658035E-06
ISIC0034832,3.1441055E-10,6.576431E-10,5.072413E-09,8.590385E-09,1.2388093E-09,2.0526794E-09,7.327854E-10
ISIC0034833,2.7989813E-10,3.9564504E-11,6.074766E-12,1.4117925E-11,9.977021E-09,7.940648E-11,1.6451444E-10
ISIC0034834,1.6486329E-08,5.975763E-08,1.784348E-09,6.2334533E-09,1.3162102E-07,5.0327666E-09,3.877363E-09
ISIC0034835,1.3904524E-09,6.3754875E-08,1.6032155E-08,2.5068884E-08,4.8686855E-09,1.3349761E-08,3.3055145E-09
ISIC0034836,2.2984534E-09,7.806923E-09,4.43343E-08,1.629609E-08,9.567834E-09,1.7285336E-08,2.719671E-08
ISIC0034837,2.563373E-08,3.4306584E-05,4.5962193E-07,9.179634E-08,1.2831002E-07,2.6971563E-07,1.4805821E-06
ISIC0034838,9.0255315E-07,0.19198626,3.9202575E-07,5.0342334E-07,2.3884772E-07,1.0614864E-06,2.8200602E-06
ISIC0034839,1.4532811E-10,9.65597E-11,4.0700088E-10,1.9796795E-09,7.713347E-10,4.3238174E-10,1.6304375E-10
ISIC0034840,2.5745935E-12,5.0151563E-12,1.0290711E-10,6.457893E-11,9.3142724E-12,1.1194387E-11,1.1346777E-11
ISIC0034841,1.149288E-06,1.9960428E-06,1.8958902E-07,1.3085756E-07,8.204792E-06,7.6080994E-07,9.60836E-07
ISIC0034843,1.2960621E-05,0.05721526,1.6494825E-05,1.1734816E-05,1.5510417E-05,1.9526593E-05,6.56418E-05
ISIC0034844,4.423893E-08,0.17480251,1.8113586E-07,7.848268E-08,9.650423E-08,1.1755114E-07,3.459675E-07
ISIC0034845,0.0010042456,0.0045968955,4.615331E-05,9.6795055E-05,1.6966675E-05,4.0547027E-05,8.016579E-05
ISIC0034846,5.742367E-05,0.00060545135,9.224105E-07,1.3219998E-06,1.907384E-06,6.792155E-07,1.7667105E-06
ISIC0034847,2.513667E-06,0.0029436327,1.6264266E-07,1.9312748E-07,7.1785166E-07,1.6887391E-07,1.0354237E-06
ISIC0034848,1.0975937E-06,0.50323004,9.77702E-08,3.4374093E-08,1.2867317E-08,4.2775003E-08,4.5793804E-09
ISIC0034849,1.9398307E-09,3.0231248E-11,4.1270567E-11,2.0515903E-10,3.765633E-08,6.368578E-10,7.1433065E-10
ISIC0034850,2.9462875E-05,3.1691936E-06,3.6883328E-05,6.10748E-05,4.5377958E-05,2.5838559E-05,1.8380892E-05
ISIC0034851,3.8200774E-08,5.272262E-05,1.9428724E-07,1.0180521E-07,2.2903353E-07,1.6413559E-07,2.6178634E-07
ISIC0034852,1.5830821E-07,1.0449767E-06,2.227105E-06,1.4918061E-06,3.552381E-07,7.035376E-07,6.32463E-07
ISIC0034853,1.800212E-05,0.6158064,1.9721354E-06,1.4229307E-06,1.3506658E-06,2.2006275E-06,7.350642E-07
ISIC0034854,5.2098326E-10,1.8187675E-05,1.5078225E-09,5.972487E-10,5.930953E-09,1.1074621E-09,5.6598517E-09
ISIC0034855,1.2290717E-05,0.65745634,1.5119783E-06,1.0892018E-06,5.4110126E-07,2.2897289E-06,5.695716E-07
ISIC0034856,9.458565E-05,0.0005046266,6.2458134E-06,8.177888E-06,9.207537E-06,4.0811906E-06,2.0009098E-05
ISIC0034857,4.3851063E-08,0.0006880586,3.816762E-09,4.431374E-09,1.3459368E-08,3.7421826E-09,5.963341E-08
ISIC0034858,8.1739614E-05,8.497676E-05,0.00039843027,7.6945675E-05,7.308396E-05,9.211433E-05,0.00025825057
ISIC0034859,3.993468E-09,1.6396754E-07,4.4535838E-12,5.558752E-12,6.3203914E-10,4.652828E-12,3.2993445E-11
ISIC0034860,3.8276244E-09,9.141723E-06,5.1396376E-10,9.584378E-10,1.5445789E-08,6.224457E-10,1.5050003E-10
ISIC0034861,0.0007020453,0.0043347236,4.9954768E-05,6.767719E-05,5.4109398E-05,3.213948E-05,6.385507E-05
ISIC0034862,7.582328E-07,0.044818062,2.229769E-07,1.8661413E-07,5.054048E-07,2.0099132E-07,9.060755E-08
ISIC0034863,1.5845607E-07,3.0879028E-09,3.004431E-11,2.7226213E-10,1.5939622E-07,5.666232E-10,5.5305105E-10
ISIC0034864,9.634823E-05,1.8400553E-05,8.2499173E-07,1.5636795E-06,3.9288062E-07,2.3455532E-06,1.5450009E-05
ISIC0034865,9.4935935E-09,0.08507297,2.1294483E-08,8.974615E-09,1.9887672E-08,1.3737453E-08,7.004775E-08
ISIC0034867,6.205482E-06,0.0037861986,6.037157E-07,1.0246088E-06,4.6109224E-07,6.5406664E-07,4.390687E-06
ISIC0034868,3.9174466E-08,0.029243002,2.1029247E-07,7.784667E-08,9.0801315E-08,1.4413027E-07,8.450303E-07
ISIC0034869,4.5549092E-07,0.08381692,1.5398289E-06,5.6964547E-07,9.890529E-07,7.04143E-07,6.112879E-07
ISIC0034870,9.143431E-11,1.241671E-10,3.422738E-10,7.014207E-10,6.2101907E-10,2.4317276E-10,1.9569914E-10
ISIC0034871,6.885474E-05,0.12189232,2.7738781E-06,1.2171171E-06,3.0129545E-06,1.172518E-06,6.370625E-07
ISIC0034872,4.869375E-08,0.0037112935,1.1130511E-08,1.7349347E-08,1.5944906E-08,2.0038264E-08,2.7213605E-07
ISIC0034873,1.0653314E-11,1.9545695E-11,1.1555156E-11,9.3749435E-12,1.3034335E-10,1.6639433E-10,3.1424627E-10
ISIC0034874,9.49329E-08,3.412442E-08,4.9493285E-09,4.3582656E-08,2.8213088E-07,1.0068015E-08,8.82985E-09
ISIC0034875,1.8193502E-07,2.069344E-05,4.0221337E-09,5.202368E-09,6.7458245E-08,5.3549516E-09,4.512808E-08
ISIC0034876,2.2609554E-09,7.006709E-09,5.6615384E-08,1.5050306E-08,7.422442E-09,1.3254845E-08,1.995744E-08
ISIC0034877,3.885946E-07,0.010447709,1.0012292E-07,1.5598307E-07,9.592561E-08,1.5124527E-07,1.7719448E-06
ISIC0034878,3.0990478E-07,0.7914071,1.4787108E-07,6.719115E-08,2.7992298E-08,9.064904E-08,1.7933052E-08
ISIC0034880,0.00066985906,0.37949112,8.26147E-05,7.030427E-05,1.1800152E-05,6.781732E-05,1.4404481E-05
ISIC0034881,1.5670054E-07,0.0024899123,1.994568E-08,3.1247563E-08,1.6690917E-07,2.5619213E-08,1.2466652E-08
ISIC0034882,1.6858394E-06,7.1921854E-06,2.6500055E-07,2.500032E-07,7.2351054E-06,7.3830586E-07,1.5536489E-06
ISIC0034883,4.644773E-07,0.0037166006,1.9807569E-08,3.6226933E-08,2.3996847E-08,2.4895488E-08,1.5894781E-07
ISIC0034884,4.711183E-06,5.6598663E-05,6.6662795E-07,4.4169676E-07,8.1541675E-06,1.6790491E-06,2.3898406E-06
ISIC0034885,0.0002536826,2.8437338E-05,7.9937763E-07,1.4371016E-06,3.3672134E-07,3.2379996E-06,2.0552192E-05
ISIC0034886,8.348935E-05,0.00071819127,5.1910047E-06,1.1919348E-05,4.3863215E-06,5.419624E-06,3.6837453E-05
ISIC0034887,0.00012762463,3.5514397E-05,2.791627E-06,6.941346E-06,8.766145E-06,4.8266597E-06,6.123518E-05
ISIC0034888,6.439219E-12,2.1380505E-13,2.0259237E-12,1.4131019E-11,5.080677E-11,5.3045827E-12,8.208144E-12
ISIC0034889,6.441954E-05,5.3137064E-05,1.0064175E-06,2.3047558E-06,2.6287084E-06,2.6653092E-06,3.0092044E-05
ISIC0034890,1.614998E-08,1.0701785E-05,8.063722E-08,5.6522275E-08,9.479701E-08,7.941296E-08,1.09200215E-07
ISIC0034891,4.7281623E-09,8.609922E-09,4.078909E-09,2.013581E-08,2.1767557E-08,3.4983447E-09,2.551854E-09
ISIC0034892,1.1980728E-10,1.9788262E-09,8.423163E-11,8.690282E-10,5.142717E-10,1.8653096E-10,3.1778725E-11
ISIC0034893,3.240247E-07,0.7244379,3.4791464E-07,2.0482129E-07,1.5671324E-07,2.2423656E-07,1.6711704E-07
ISIC0034894,0.00020564729,0.15433607,7.1032714E-06,6.999024E-06,1.4892352E-05,8.311884E-06,4.0076466E-06
ISIC0034895,0.005321801,0.0025245105,0.00017315653,0.00041438546,0.0015012915,0.00032758023,0.0003158311
ISIC0034896,2.040749E-05,0.0010395403,8.045991E-06,6.3793095E-06,2.9408582E-05,1.1702106E-05,6.425946E-05
ISIC0034897,2.1631922E-06,0.6794761,2.7966819E-06,2.1773824E-06,7.444747E-07,3.983036E-06,5.275582E-06
ISIC0034898,3.1185356E-11,1.659157E-11,2.4076583E-11,1.8723781E-10,1.1234778E-10,2.342287E-11,2.2134534E-11
ISIC0034899,3.0603996E-07,3.539605E-07,3.5827911E-06,2.7952021E-06,7.2703557E-07,1.2066554E-06,1.086235E-06
ISIC0034900,4.5552747E-06,0.2981834,9.177766E-07,1.1587528E-06,5.039373E-07,2.695662E-06,2.8369952E-06
ISIC0034901,1.8666036E-08,3.1640346E-05,1.987099E-08,1.1010892E-08,4.945575E-08,3.4000653E-08,2.558455E-07
ISIC0034902,4.2895515E-08,0.05581246,4.689124E-08,4.1438245E-08,4.1567198E-08,7.292362E-08,4.0613165E-07
ISIC0034903,2.2245754E-08,0.003973074,2.3426641E-07,5.5985687E-08,1.3407565E-07,9.264768E-08,4.966461E-07
ISIC0034904,0.0001357747,0.00014008711,6.3381285E-06,8.824734E-06,0.00014530799,1.165325E-05,2.1204738E-05
ISIC0034905,3.0440617E-09,5.463527E-09,9.885851E-09,2.9779407E-08,1.4503583E-08,6.9937847E-09,3.8222767E-09
ISIC0034906,1.9510413E-12,2.1208953E-12,2.4652008E-11,8.6980714E-11,1.4760648E-11,8.28566E-12,6.2170937E-12
ISIC0034907,4.991342E-10,1.3639009E-06,7.979344E-12,1.1904732E-11,2.0495211E-10,3.567789E-11,2.0935711E-10
ISIC0034908,1.0386578E-08,0.0064235427,1.9220092E-09,1.9674906E-09,4.131645E-09,3.6514112E-09,3.164492E-08
ISIC0034909,3.5728717E-05,9.681693E-05,4.4047687E-07,1.1632214E-06,5.5139054E-07,4.203236E-07,1.3972598E-06
ISIC0034910,0.00013019572,0.0006295405,2.4220524E-06,3.5792907E-06,1.5341491E-05,2.6176087E-06,8.210968E-06
ISIC0034911,4.8757925E-06,0.028774982,5.098387E-05,9.766656E-06,9.572832E-06,3.2365795E-05,0.00021648605
ISIC0034912,3.476058E-08,0.0019955435,8.0933376E-08,4.70186E-08,1.708199E-07,5.2311563E-08,7.098925E-08
ISIC0034913,1.3721715E-08,6.7190784E-05,4.7866916E-08,3.3360706E-08,8.062231E-08,4.5000693E-08,1.4129307E-07
ISIC0034915,0.00012817992,0.0001246378,2.262535E-06,4.2266047E-06,1.1850309E-06,3.5494018E-06,9.119214E-06
ISIC0034916,3.249069E-07,0.0006860397,7.664194E-09,1.6848857E-08,1.7285204E-08,9.330628E-09,7.117025E-08
ISIC0034917,3.324531E-06,0.078542314,1.3493589E-06,1.5228113E-06,9.931217E-07,1.5631501E-06,6.3886064E-06
ISIC0034918,1.2000307E-05,0.0013835409,7.3482033E-07,9.4285764E-07,8.120473E-07,5.137702E-07,2.48079E-06
ISIC0034919,1.0735554E-06,0.000829207,6.5947134E-08,1.4918044E-07,8.520531E-08,9.454278E-08,9.0538595E-07
ISIC0034920,0.023434257,0.041685637,0.0015396294,0.0018038625,0.00085785403,0.0017512934,0.0017852886
ISIC0034921,4.1025177E-07,0.008882296,7.7644023E-07,4.1365206E-07,1.0066709E-06,8.5151584E-07,2.9998546E-06
ISIC0034922,2.215587E-06,2.7632312E-05,1.4995146E-05,8.283721E-06,7.0785413E-06,1.0762067E-05,2.072571E-05
ISIC0034923,5.755226E-08,0.0119881835,1.6530473E-08,1.6382417E-08,1.0020068E-07,1.7892225E-08,4.1891774E-08
ISIC0034924,0.0001751577,0.21775864,6.6941334E-06,1.0235538E-05,2.9410019E-06,1.557381E-05,3.9117085E-06
ISIC0034925,0.00046640483,0.01975678,0.00013801134,0.0001480769,0.00024842305,0.00022204174,0.0003403372
ISIC0034926,4.549111E-09,3.9303233E-10,3.3181988E-09,1.3590363E-08,1.602815E-08,4.203013E-09,5.9320846E-09
ISIC0034927,2.5712412E-05,0.00034091275,6.7384946E-07,1.3944098E-06,1.573185E-06,6.688893E-07,3.7417242E-06
ISIC0034930,8.173338E-12,1.8142095E-11,1.6746413E-10,1.4032508E-10,1.6424723E-11,2.1851554E-11,4.134374E-12
ISIC0034931,2.6391596E-08,1.5806803E-07,4.277015E-10,3.921682E-10,3.1368728E-08,4.6211437E-10,6.8507986E-09
ISIC0034932,2.4643836E-05,0.0075845127,4.3994132E-06,4.563493E-06,4.1986473E-06,2.0571053E-06,9.087691E-06
ISIC0034933,3.5410534E-07,0.34359217,2.5634836E-07,1.2843611E-07,1.5245985E-07,2.729725E-07,4.016084E-07
ISIC0034934,0.033918362,0.002980582,0.0017359119,0.0022497377,0.0007338714,0.0026424068,0.003805463
ISIC0034935,0.00013915624,0.00019464844,3.163206E-06,7.7230925E-06,3.8962316E-06,2.9006103E-06,1.7173039E-05
ISIC0034938,0.002939694,0.05185577,0.00019785455,0.00016996296,3.28441E-05,0.00012244657,0.00016698394
ISIC0034939,1.5560776E-07,1.4326814E-09,1.2153769E-09,7.382246E-09,1.1088184E-06,2.1827217E-08,1.7732816E-08
ISIC0034940,2.2817453E-07,0.5305243,3.296397E-07,2.4279117E-07,1.7025052E-07,3.7206095E-07,7.336188E-07
ISIC0034941,2.1821365E-06,0.0003584551,2.0589079E-07,4.793572E-07,7.015611E-07,3.9202126E-07,2.7670933E-06
ISIC0034942,1.4381898E-07,0.0024395324,2.0908356E-08,3.6811187E-08,2.9670382E-08,2.7718785E-08,3.3859547E-07
ISIC0034943,8.7220153E-10,0.0017950039,3.5496015E-09,1.1688432E-09,3.9457757E-09,2.4228675E-09,3.2107348E-08
ISIC0034944,5.6937472E-11,2.8869355E-12,4.1019754E-11,4.2384627E-11,7.526193E-10,2.5614352E-10,2.9943523E-10
ISIC0034945,1.1422751E-06,0.005087878,1.1641731E-07,2.1013508E-07,1.18633984E-07,1.6508581E-07,1.3480573E-06
ISIC0034946,6.3109288E-12,1.0081412E-11,1.8460974E-10,2.4020955E-10,3.4450505E-11,4.0304926E-11,2.7174062E-11
ISIC0034947,1.4309827E-09,0.00050417904,3.3246987E-09,1.2161213E-09,6.643188E-09,3.228616E-09,7.1397444E-08
ISIC0034948,3.7645272E-08,7.532958E-10,6.372685E-10,4.063774E-09,2.9678228E-07,4.280886E-09,7.0216797E-09
ISIC0034949,0.11648035,0.02851427,0.03909682,0.044038378,0.035938736,0.037059028,0.05765272
ISIC0034950,8.2164524E-07,0.00091119966,4.0052785E-07,3.2893658E-07,3.7255056E-06,5.5524106E-07,1.595147E-06
ISIC0034951,4.607135E-09,5.596207E-09,5.87772E-09,2.2596049E-10,3.968889E-12,3.3100617E-10,1.0935102E-09
ISIC0034953,0.00018662748,0.00013971639,0.0008541372,0.00040293517,0.00035777007,0.00032332886,0.00047194256
ISIC0034954,2.0113033E-07,0.00056229735,1.8273155E-06,6.1156715E-07,5.732089E-07,2.1060869E-06,1.6771282E-05
ISIC0034955,2.1788025E-09,6.839867E-10,1.8891964E-09,1.4501371E-08,5.97126E-09,1.923157E-09,8.857289E-10
ISIC0034956,0.00014284301,0.27805355,1.8587201E-05,2.2511886E-05,7.9687725E-06,4.252267E-05,3.3634587E-05
ISIC0034957,1.6928138E-07,0.0050618905,2.0757165E-08,1.6036957E-08,1.1090083E-07,2.1706654E-08,9.731252E-08
ISIC0034958,2.629887E-07,1.7513182E-09,6.7791606E-10,3.0607008E-09,1.3512039E-07,1.9971214E-09,9.76723E-09
ISIC0034959,4.0553754E-05,0.024537778,1.9222484E-06,2.8150519E-06,1.595038E-05,3.293793E-06,3.9982824E-06
ISIC0034960,6.8149484E-06,1.5893387E-06,2.9328761E-05,1.3887503E-05,8.85787E-06,6.991065E-06,1.463338E-05
ISIC0034961,2.0448736E-11,2.7848628E-11,1.9416362E-10,4.044734E-10,1.1172038E-10,8.151515E-11,5.733885E-11
ISIC0034962,1.3243069E-08,0.017725993,7.631405E-08,2.6812932E-08,4.295446E-08,4.6905917E-08,3.6656596E-07
ISIC0034964,7.5964414E-07,0.00010488598,1.1348374E-08,2.7569463E-08,7.906173E-08,1.5503462E-08,9.171793E-08
ISIC0034965,1.4069016E-09,3.0752376E-06,1.3031837E-08,6.421935E-09,1.1870264E-08,1.29912365E-08,4.959244E-08
